Day,InitialCondition,Radius,
21,1250,217.28
21,1250,201
21,1250,174.23
21,1250,218.05
21,2500,281.14
21,2500,247.07
21,2500,259.33
21,2500,204.32
21,5000,257.97
21,5000,294.49
21,5000,310.4
21,5000,312.79
21,5000,295.2
21,5000,298.23
21,5000,318.46
21,5000,313.08
24,10000,336.87
24,10000,315.45
24,10000,278.66
24,10000,322.78
24,10000,297.31
24,10000,326.34
24,10000,284.92
24,10000,311.58
24,10000,283.14
24,10000,306.98
24,10000,337.68
24,10000,343.56
24,1250,267.93
24,1250,217.79
24,1250,308.06
24,1250,314.68
24,1250,260.16
24,1250,197.76
24,1250,318.54
24,1250,220.15
24,1250,297.67
24,1250,297.91
24,1250,295.74
24,1250,261.95
24,2500,314.42
24,2500,296.07
24,2500,268.21
24,2500,306.33
24,2500,297.18
24,2500,249.81
24,2500,311.18
24,2500,289.13
24,2500,295.56
24,2500,289.36
24,2500,287.97
24,2500,309.52
24,5000,299.25
24,5000,320.25
24,5000,365.28
24,5000,317.83
24,5000,316.42
24,5000,316.31
24,5000,329.95
24,5000,313.92
24,5000,302.09
24,5000,330.32
24,5000,301.08
24,5000,303.35
10,10000,74.826
10,10000,204.97
10,10000,232.37
10,10000,179.74
10,10000,196.14
10,10000,225.06
10,10000,185.28
10,10000,210.5
10,10000,229.41
10,10000,161.45
10,10000,211.83
10,10000,132.5
10,10000,197.02
10,10000,168.1
10,10000,211.15
10,10000,196.5
10,10000,208.56
10,10000,200.11
10,10000,209.79
10,2500,0
10,2500,17.348
10,2500,18.144
10,2500,0
10,2500,10.559
10,2500,0
10,2500,0
10,2500,32.316
10,2500,38.815
10,2500,0
10,2500,0
10,2500,9.615
10,2500,0
10,2500,15.282
10,2500,22.194
10,2500,49.81
10,2500,0
10,2500,0
10,2500,0
10,2500,28.149
10,5000,68.449
10,5000,133.06
10,5000,105.61
10,5000,97.061
10,5000,83.078
10,5000,96.022
10,5000,34.803
10,5000,30.593
10,5000,121.88
10,5000,88.022
10,5000,72.476
10,5000,52.233
10,5000,0
10,5000,88.457
10,5000,0
10,5000,45.387
12,10000,203.17
12,10000,231.25
12,10000,251.84
12,10000,238.7
12,10000,236.72
12,10000,249.12
12,10000,238.45
12,10000,238.88
12,10000,226
12,10000,185.71
12,10000,240.87
12,10000,217.51
12,10000,245.97
12,10000,245.13
12,10000,258.64
12,10000,229.35
12,10000,230.18
12,10000,241.94
12,1250,27.324
12,1250,24.268
12,1250,21.364
12,1250,0
12,1250,0
12,1250,0
12,1250,57.996
12,1250,36.652
12,1250,0
12,1250,0
12,1250,25.449
12,1250,26.502
12,2500,29.574
12,2500,64.122
12,2500,43.939
12,2500,44.79
12,2500,0
12,2500,0
12,2500,29.749
12,2500,26.148
12,2500,0
12,2500,17.414
12,2500,27.04
12,2500,20.111
12,2500,39.195
12,2500,14.41
12,2500,0
12,2500,0
12,2500,0
12,2500,13.685
12,2500,0
12,2500,45.999
12,2500,0
12,2500,56.278
12,2500,13.054
12,5000,97.519
12,5000,190.26
12,5000,162.25
12,5000,176.24
12,5000,115.37
12,5000,146.86
12,5000,209.72
12,5000,160.76
12,5000,232.53
12,5000,120.87
12,5000,169.9
12,5000,136.21
12,5000,160.54
12,5000,174.22
12,5000,170.49
14,10000,238.39
14,10000,261.9
14,10000,237.74
14,10000,268.79
14,10000,279.22
14,10000,269.11
14,10000,259.61
14,10000,224.59
14,1250,52.834
14,1250,14.324
14,1250,0
14,1250,8.5761
14,2500,0
14,2500,42.622
14,2500,139.33
14,2500,103.91
14,2500,117.91
14,2500,87.299
14,2500,98.041
14,2500,77.737
14,2500,0
14,2500,56.338
14,2500,123.82
14,2500,102.97
14,2500,115.01
14,2500,0
14,2500,137.84
14,5000,227.03
14,5000,219.96
14,5000,239.81
14,5000,256.28
14,5000,219.92
14,5000,228.18
14,5000,243.33
14,5000,204.99
14,5000,252.94
14,5000,132.8
14,5000,230.77
14,5000,230.19
14,5000,221.73
14,5000,236.68
14,5000,250.48
14,5000,225.32
14,5000,206.34
16,10000,240.33
16,10000,270.78
16,10000,250.67
16,10000,233.63
16,10000,242.64
16,10000,228.76
16,2500,150.87
16,2500,61.05
16,2500,154.91
16,2500,154.79
16,2500,23.76
16,2500,172.41
16,5000,219.4
16,5000,215.02
16,5000,232.85
16,5000,187.02
16,5000,229.39
16,5000,205.86
16,5000,222.99
18,10000,275.46
18,10000,298.07
18,10000,235.99
18,10000,252.81
18,10000,280.88
18,10000,249.11
18,10000,283.51
18,10000,289.6
18,2500,219.18
18,2500,174.52
18,2500,227.15
18,2500,110.1
18,2500,199.93
18,2500,196.76
18,2500,201.07
18,2500,195.47
18,5000,260.46
18,5000,243.72
18,5000,222.41
18,5000,253.43
18,5000,273.32
18,5000,256.29
18,5000,255.18
18,5000,236.79
4,5000,0
4,5000,25.114
4,5000,129.59
4,5000,0
5,10000,63.613
5,5000,24.01
5,5000,0
5,5000,0
7,10000,133.97
7,10000,152.57
7,10000,161.47
7,10000,133.96
7,10000,95.305
7,10000,154.93
7,10000,132.15
7,2500,0
7,2500,15.321
7,2500,0
7,2500,0
7,2500,0
7,2500,37.385
7,2500,29.787
7,2500,25.423
7,2500,0
7,2500,19.535
7,2500,0
7,2500,30.977
7,5000,10.867
7,5000,30.544
7,5000,51.095
7,5000,20.866
7,5000,41.022
7,5000,50.522
7,5000,24.377
7,5000,28.097
7,5000,0
24,1250,208.04
24,1250,297.22
24,1250,287.93
24,1250,230.74
24,1250,232.59
24,1250,195.95
24,1250,263.81
24,1250,272.98
24,1250,318.96
24,1250,225.15
3,10000,94.111
3,10000,162.36
3,10000,124.84
3,10000,160.19
3,10000,132.53
3,10000,101.46
3,1250,15.969
3,1250,36.233
3,1250,32.898
3,1250,0
3,2500,38.73
3,2500,30.088
3,2500,36.398
3,2500,16.35
3,2500,28.459
3,2500,0
3,2500,0
3,2500,54.251
3,2500,63.809
3,5000,86.071
3,5000,0
3,5000,62.721
4,1250,29.835
4,1250,0
4,1250,42.864
4,1250,20.851
4,1250,32.107
7,1250,32.154
7,1250,0
7,1250,31.121
7,1250,0
7,1250,23.49
